ID	Gene ID	Trans.ID
>Seq_1857209	ENSG00000168701	ENST00000304800
>Seq_1857213	ENSG00000168701	ENST00000304800
>Seq_1857282	ENSG00000168701	ENST00000565201
>Seq_1857332	ENSG00000168702	ENST00000389484
>Seq_1857359	ENSG00000168702	ENST00000389484
>Seq_1857382	ENSG00000168702	ENST00000389484
>Seq_1857385	ENSG00000168702	ENST00000389484
>Seq_1857410	ENSG00000168710	ENST00000359172
>Seq_1857511	ENSG00000168710	ENST00000359172
>Seq_1857513	ENSG00000168710	ENST00000359172
>Seq_1857518	ENSG00000168710	ENST00000359172
>Seq_1857548	ENSG00000168710	ENST00000359172
>Seq_1857585	ENSG00000168710	ENST00000359172
>Seq_1857594	ENSG00000168710	ENST00000359172
>Seq_1857679	ENSG00000168710	ENST00000369799
>Seq_1857863	ENSG00000168724	ENST00000342382
>Seq_1857925	ENSG00000168724	ENST00000342382
>Seq_1857941	ENSG00000168724	ENST00000342382
>Seq_1858061	ENSG00000168724	ENST00000342382
>Seq_1858137	ENSG00000168724	ENST00000342382
>Seq_1858158	ENSG00000168724	ENST00000342382
>Seq_1858179	ENSG00000168724	ENST00000382021
>Seq_1858253	ENSG00000168734	ENST00000349959
>Seq_1858314	ENSG00000168743	ENST00000305572
>Seq_1858331	ENSG00000168743	ENST00000305572
>Seq_1858352	ENSG00000168743	ENST00000305572
>Seq_1858365	ENSG00000168743	ENST00000305572
>Seq_1858372	ENSG00000168743	ENST00000305572
>Seq_1858436	ENSG00000168743	ENST00000379987
>Seq_1858450	ENSG00000168743	ENST00000379987
>Seq_1858460	ENSG00000168743	ENST00000379987
>Seq_1858465	ENSG00000168743	ENST00000379987
>Seq_1858467	ENSG00000168743	ENST00000379987
>Seq_1858483	ENSG00000168743	ENST00000379987
>Seq_1858588	ENSG00000168743	ENST00000453617
>Seq_1858599	ENSG00000168758	ENST00000305476
>Seq_1858622	ENSG00000168758	ENST00000305476
>Seq_1858627	ENSG00000168758	ENST00000305476
>Seq_1858631	ENSG00000168758	ENST00000305476
>Seq_1858638	ENSG00000168758	ENST00000305476
>Seq_1858639	ENSG00000168758	ENST00000305476
>Seq_1858660	ENSG00000168758	ENST00000305476
>Seq_1858667	ENSG00000168758	ENST00000305476
>Seq_1858676	ENSG00000168758	ENST00000305476
>Seq_1858679	ENSG00000168758	ENST00000305476
>Seq_1858703	ENSG00000168758	ENST00000305476
>Seq_1858728	ENSG00000168758	ENST00000305476
>Seq_1858736	ENSG00000168763	ENST00000305510
>Seq_1858739	ENSG00000168763	ENST00000305510
>Seq_1858743	ENSG00000168763	ENST00000305510
>Seq_1858752	ENSG00000168763	ENST00000305510
>Seq_1858763	ENSG00000168763	ENST00000305510
>Seq_1858803	ENSG00000168765	ENST00000326729
>Seq_1858808	ENSG00000168765	ENST00000326729
>Seq_1858836	ENSG00000168765	ENST00000369833
>Seq_1858887	ENSG00000168769	ENST00000265149
>Seq_1858894	ENSG00000168769	ENST00000265149
>Seq_1858910	ENSG00000168769	ENST00000265149
>Seq_1858915	ENSG00000168769	ENST00000265149
>Seq_1858920	ENSG00000168769	ENST00000265149
>Seq_1858927	ENSG00000168769	ENST00000265149
>Seq_1858934	ENSG00000168769	ENST00000265149
>Seq_1858943	ENSG00000168769	ENST00000265149
>Seq_1858953	ENSG00000168769	ENST00000265149
>Seq_1858969	ENSG00000168769	ENST00000265149
>Seq_1858985	ENSG00000168769	ENST00000265149
>Seq_1858993	ENSG00000168769	ENST00000265149
>Seq_1859030	ENSG00000168769	ENST00000265149
>Seq_1859035	ENSG00000168769	ENST00000265149
>Seq_1859086	ENSG00000168769	ENST00000265149
>Seq_1859109	ENSG00000168769	ENST00000265149
>Seq_1859165	ENSG00000168772	ENST00000394767
>Seq_1859188	ENSG00000168772	ENST00000466963
>Seq_1859195	ENSG00000168778	ENST00000303372
>Seq_1859201	ENSG00000168778	ENST00000303372
>Seq_1859211	ENSG00000168778	ENST00000303372
>Seq_1859259	ENSG00000168778	ENST00000303372
>Seq_1859288	ENSG00000168779	ENST00000389589
>Seq_1859292	ENSG00000168779	ENST00000389589
>Seq_1859346	ENSG00000168779	ENST00000483851
>Seq_1859350	ENSG00000168779	ENST00000483851
>Seq_1859388	ENSG00000168781	ENST00000334933
>Seq_1859393	ENSG00000168781	ENST00000334933
>Seq_1859418	ENSG00000168781	ENST00000334933
>Seq_1859426	ENSG00000168781	ENST00000334933
>Seq_1859430	ENSG00000168781	ENST00000334933
>Seq_1859435	ENSG00000168781	ENST00000334933
>Seq_1859455	ENSG00000168781	ENST00000334933
>Seq_1859468	ENSG00000168781	ENST00000334933
>Seq_1859474	ENSG00000168781	ENST00000334933
>Seq_1859502	ENSG00000168781	ENST00000348806
>Seq_1859514	ENSG00000168785	ENST00000305798
>Seq_1859522	ENSG00000168785	ENST00000305798
>Seq_1859532	ENSG00000168785	ENST00000305798
>Seq_1859596	ENSG00000168785	ENST00000305798
>Seq_1859641	ENSG00000168785	ENST00000305798
>Seq_1859679	ENSG00000168792	ENST00000307201
>Seq_1859791	ENSG00000168795	ENST00000307750
>Seq_1859899	ENSG00000168802	ENST00000306585
>Seq_1859907	ENSG00000168802	ENST00000306585
>Seq_1859908	ENSG00000168802	ENST00000306585
>Seq_1859939	ENSG00000168802	ENST00000306585
>Seq_1859954	ENSG00000168802	ENST00000306585
>Seq_1860090	ENSG00000168802	ENST00000398235
>Seq_1860134	ENSG00000168802	ENST00000522091
>Seq_1860140	ENSG00000168803	ENST00000389651
>Seq_1860145	ENSG00000168803	ENST00000422466
>Seq_1860213	ENSG00000168806	ENST00000305641
>Seq_1860227	ENSG00000168806	ENST00000305641
>Seq_1860257	ENSG00000168806	ENST00000305641
>Seq_1860258	ENSG00000168806	ENST00000305641
>Seq_1860265	ENSG00000168806	ENST00000305641
>Seq_1860270	ENSG00000168806	ENST00000305641
>Seq_1860333	ENSG00000168807	ENST00000336278
>Seq_1860472	ENSG00000168813	ENST00000311921
>Seq_1860491	ENSG00000168813	ENST00000311921
>Seq_1860521	ENSG00000168813	ENST00000311921
>Seq_1860603	ENSG00000168813	ENST00000311921
>Seq_1860621	ENSG00000168813	ENST00000311921
>Seq_1860633	ENSG00000168813	ENST00000311921
>Seq_1860710	ENSG00000168818	ENST00000306200
>Seq_1860717	ENSG00000168818	ENST00000306200
>Seq_1860724	ENSG00000168818	ENST00000306200
>Seq_1860748	ENSG00000168818	ENST00000306200
>Seq_1860784	ENSG00000168818	ENST00000306200
>Seq_1860805	ENSG00000168818	ENST00000306200
>Seq_1860851	ENSG00000168824	ENST00000397958
>Seq_1860862	ENSG00000168824	ENST00000397958
>Seq_1860989	ENSG00000168826	ENST00000337872
>Seq_1861003	ENSG00000168826	ENST00000337872
>Seq_1861009	ENSG00000168826	ENST00000337872
>Seq_1861032	ENSG00000168826	ENST00000337872
>Seq_1861053	ENSG00000168826	ENST00000515012
>Seq_1861113	ENSG00000168827	ENST00000264263
>Seq_1861122	ENSG00000168827	ENST00000264263
>Seq_1861128	ENSG00000168827	ENST00000264263
>Seq_1861140	ENSG00000168827	ENST00000264263
>Seq_1861170	ENSG00000168827	ENST00000264263
>Seq_1861217	ENSG00000168827	ENST00000264263
>Seq_1861226	ENSG00000168827	ENST00000264263
>Seq_1861239	ENSG00000168827	ENST00000264263
>Seq_1861244	ENSG00000168827	ENST00000264263
>Seq_1861279	ENSG00000168827	ENST00000264263
>Seq_1861289	ENSG00000168827	ENST00000264263
>Seq_1861299	ENSG00000168827	ENST00000264263
>Seq_1861325	ENSG00000168827	ENST00000478254
>Seq_1861328	ENSG00000168827	ENST00000478254
>Seq_1861332	ENSG00000168827	ENST00000478254
>Seq_1861339	ENSG00000168827	ENST00000478254
>Seq_1861362	ENSG00000168827	ENST00000478576
>Seq_1861371	ENSG00000168843	ENST00000306100
>Seq_1861382	ENSG00000168872	ENST00000302243
>Seq_1861401	ENSG00000168872	ENST00000302243
>Seq_1861421	ENSG00000168872	ENST00000302243
>Seq_1861459	ENSG00000168872	ENST00000302243
>Seq_1861496	ENSG00000168872	ENST00000302243
>Seq_1861598	ENSG00000168872	ENST00000302243
>Seq_1861603	ENSG00000168872	ENST00000302243
>Seq_1861665	ENSG00000168874	ENST00000306279
>Seq_1861668	ENSG00000168874	ENST00000306279
>Seq_1861701	ENSG00000168876	ENST00000302755
>Seq_1861812	ENSG00000168883	ENST00000323701
>Seq_1861817	ENSG00000168883	ENST00000323701
>Seq_1861823	ENSG00000168883	ENST00000323701
>Seq_1861836	ENSG00000168883	ENST00000323701
>Seq_1861874	ENSG00000168883	ENST00000323701
>Seq_1861892	ENSG00000168883	ENST00000323701
>Seq_1861953	ENSG00000168883	ENST00000409025
>Seq_1861990	ENSG00000168884	ENST00000315423
>Seq_1862023	ENSG00000168884	ENST00000315423
>Seq_1862029	ENSG00000168884	ENST00000315423
>Seq_1862055	ENSG00000168884	ENST00000315423
>Seq_1862092	ENSG00000168884	ENST00000315423
>Seq_1862124	ENSG00000168884	ENST00000315423
>Seq_1862159	ENSG00000168884	ENST00000315423
>Seq_1862197	ENSG00000168884	ENST00000315423
>Seq_1862208	ENSG00000168884	ENST00000315423
>Seq_1862222	ENSG00000168887	ENST00000306336
>Seq_1862229	ENSG00000168887	ENST00000306336
>Seq_1862419	ENSG00000168890	ENST00000306353
>Seq_1862446	ENSG00000168894	ENST00000306368
>Seq_1862461	ENSG00000168894	ENST00000306368
>Seq_1862462	ENSG00000168894	ENST00000306368
>Seq_1862561	ENSG00000168894	ENST00000456023
>Seq_1862590	ENSG00000168904	ENST00000301981
>Seq_1862658	ENSG00000168906	ENST00000306434
>Seq_1862688	ENSG00000168906	ENST00000306434
>Seq_1862695	ENSG00000168906	ENST00000306434
>Seq_1862711	ENSG00000168906	ENST00000306434
>Seq_1862731	ENSG00000168906	ENST00000306434
>Seq_1862944	ENSG00000168906	ENST00000306434
>Seq_1863036	ENSG00000168906	ENST00000306434
>Seq_1863287	ENSG00000168916	ENST00000306315
>Seq_1863310	ENSG00000168916	ENST00000306315
>Seq_1863326	ENSG00000168916	ENST00000306315
>Seq_1863341	ENSG00000168916	ENST00000306315
>Seq_1863367	ENSG00000168916	ENST00000306315
>Seq_1863386	ENSG00000168916	ENST00000306315
>Seq_1863399	ENSG00000168916	ENST00000306315
>Seq_1863409	ENSG00000168916	ENST00000306315
>Seq_1863419	ENSG00000168916	ENST00000306315
>Seq_1863424	ENSG00000168916	ENST00000306315
>Seq_1863460	ENSG00000168917	ENST00000393079
>Seq_1863461	ENSG00000168917	ENST00000472200
>Seq_1863466	ENSG00000168918	ENST00000359570
>Seq_1863495	ENSG00000168918	ENST00000359570
>Seq_1863503	ENSG00000168918	ENST00000359570
>Seq_1863513	ENSG00000168918	ENST00000359570
>Seq_1863520	ENSG00000168918	ENST00000359570
>Seq_1863544	ENSG00000168918	ENST00000359570
>Seq_1863591	ENSG00000168924	ENST00000302787
>Seq_1863607	ENSG00000168924	ENST00000302787
>Seq_1863614	ENSG00000168924	ENST00000302787
>Seq_1863622	ENSG00000168924	ENST00000302787
>Seq_1863643	ENSG00000168924	ENST00000302787
>Seq_1863673	ENSG00000168924	ENST00000302787
>Seq_1863683	ENSG00000168924	ENST00000302787
>Seq_1863749	ENSG00000168924	ENST00000302787
>Seq_1863792	ENSG00000168924	ENST00000302787
>Seq_1863812	ENSG00000168924	ENST00000302787
>Seq_1863841	ENSG00000168924	ENST00000302787
>Seq_1863847	ENSG00000168924	ENST00000302787
>Seq_1863850	ENSG00000168924	ENST00000302787
>Seq_1863870	ENSG00000168924	ENST00000302787
>Seq_1863888	ENSG00000168924	ENST00000302787
>Seq_1863976	ENSG00000168924	ENST00000302787
>Seq_1863977	ENSG00000168924	ENST00000302787
>Seq_1864104	ENSG00000168924	ENST00000511977
>Seq_1864110	ENSG00000168936	ENST00000303277
>Seq_1864130	ENSG00000168936	ENST00000303277
>Seq_1864132	ENSG00000168936	ENST00000303277
>Seq_1864158	ENSG00000168936	ENST00000303277
>Seq_1864214	ENSG00000168938	ENST00000306442
>Seq_1864246	ENSG00000168938	ENST00000306442
>Seq_1864275	ENSG00000168938	ENST00000306442
>Seq_1864280	ENSG00000168938	ENST00000306442
>Seq_1864282	ENSG00000168938	ENST00000306442
>Seq_1864345	ENSG00000168938	ENST00000306442
>Seq_1864368	ENSG00000168939	ENST00000302805
>Seq_1864376	ENSG00000168944	ENST00000306467
>Seq_1864392	ENSG00000168944	ENST00000306467
>Seq_1864393	ENSG00000168944	ENST00000306467
>Seq_1864399	ENSG00000168944	ENST00000306467
>Seq_1864423	ENSG00000168944	ENST00000306467
>Seq_1864440	ENSG00000168944	ENST00000306467
>Seq_1864505	ENSG00000168944	ENST00000306467
>Seq_1864528	ENSG00000168944	ENST00000306467
>Seq_1864538	ENSG00000168944	ENST00000306467
>Seq_1864550	ENSG00000168952	ENST00000323944
>Seq_1864559	ENSG00000168952	ENST00000323944
>Seq_1864634	ENSG00000168958	ENST00000304593
>Seq_1864659	ENSG00000168958	ENST00000304593
>Seq_1864674	ENSG00000168958	ENST00000304593
>Seq_1864693	ENSG00000168958	ENST00000409565
>Seq_1864700	ENSG00000168961	ENST00000302228
>Seq_1864704	ENSG00000168961	ENST00000302228
>Seq_1864731	ENSG00000168961	ENST00000302228
>Seq_1864739	ENSG00000168961	ENST00000302228
>Seq_1864754	ENSG00000168961	ENST00000302228
>Seq_1864827	ENSG00000168994	ENST00000380283
>Seq_1864834	ENSG00000168994	ENST00000380283
>Seq_1864903	ENSG00000168994	ENST00000380283
>Seq_1864965	ENSG00000169016	ENST00000307236
>Seq_1864995	ENSG00000169016	ENST00000307236
>Seq_1865009	ENSG00000169016	ENST00000307236
>Seq_1865066	ENSG00000169016	ENST00000307236
>Seq_1865312	ENSG00000169016	ENST00000381525
>Seq_1865323	ENSG00000169016	ENST00000381525
>Seq_1865330	ENSG00000169016	ENST00000381525
>Seq_1865372	ENSG00000169018	ENST00000306917
>Seq_1865405	ENSG00000169018	ENST00000306917
>Seq_1865430	ENSG00000169018	ENST00000306917
>Seq_1865444	ENSG00000169018	ENST00000306917
>Seq_1865448	ENSG00000169018	ENST00000306917
>Seq_1865496	ENSG00000169018	ENST00000306917
>Seq_1865574	ENSG00000169020	ENST00000304312
>Seq_1865607	ENSG00000169020	ENST00000304312
>Seq_1865770	ENSG00000169021	ENST00000304863
>Seq_1865774	ENSG00000169021	ENST00000304863
>Seq_1865778	ENSG00000169021	ENST00000304863
>Seq_1865795	ENSG00000169021	ENST00000304863
>Seq_1865818	ENSG00000169021	ENST00000304863
>Seq_1865829	ENSG00000169021	ENST00000304863
>Seq_1865836	ENSG00000169021	ENST00000304863
>Seq_1865848	ENSG00000169021	ENST00000304863
>Seq_1865868	ENSG00000169021	ENST00000304863
>Seq_1865937	ENSG00000169021	ENST00000304863
>Seq_1866049	ENSG00000169032	ENST00000307102
>Seq_1866067	ENSG00000169032	ENST00000307102
>Seq_1866108	ENSG00000169032	ENST00000307102
>Seq_1866110	ENSG00000169032	ENST00000307102
>Seq_1866115	ENSG00000169032	ENST00000307102
>Seq_1866204	ENSG00000169032	ENST00000307102
>Seq_1866212	ENSG00000169032	ENST00000307102
>Seq_1866247	ENSG00000169035	ENST00000304045
>Seq_1866272	ENSG00000169045	ENST00000329433
>Seq_1866294	ENSG00000169045	ENST00000329433
>Seq_1866331	ENSG00000169045	ENST00000329433
>Seq_1866341	ENSG00000169045	ENST00000329433
>Seq_1866359	ENSG00000169045	ENST00000329433
>Seq_1866368	ENSG00000169045	ENST00000329433
>Seq_1866439	ENSG00000169045	ENST00000329433
>Seq_1866606	ENSG00000169045	ENST00000510678
>Seq_1866706	ENSG00000169047	ENST00000305123
>Seq_1866708	ENSG00000169047	ENST00000305123
>Seq_1866726	ENSG00000169047	ENST00000305123
>Seq_1866735	ENSG00000169047	ENST00000305123
>Seq_1866962	ENSG00000169057	ENST00000303391
>Seq_1866968	ENSG00000169057	ENST00000303391
>Seq_1867005	ENSG00000169057	ENST00000303391
>Seq_1867008	ENSG00000169057	ENST00000303391
>Seq_1867010	ENSG00000169057	ENST00000303391
>Seq_1867070	ENSG00000169057	ENST00000303391
>Seq_1867157	ENSG00000169057	ENST00000303391
>Seq_1867169	ENSG00000169057	ENST00000303391
>Seq_1867185	ENSG00000169057	ENST00000303391
>Seq_1867318	ENSG00000169062	ENST00000351487
>Seq_1867356	ENSG00000169062	ENST00000351487
>Seq_1867657	ENSG00000169062	ENST00000351487
>Seq_1867859	ENSG00000169062	ENST00000351487
>Seq_1867886	ENSG00000169062	ENST00000351487
>Seq_1867953	ENSG00000169062	ENST00000351487
>Seq_1868132	ENSG00000169062	ENST00000474056
>Seq_1868152	ENSG00000169062	ENST00000475218
>Seq_1868216	ENSG00000169062	ENST00000481131
>Seq_1868252	ENSG00000169062	ENST00000618700
>Seq_1868292	ENSG00000169071	ENST00000375708
>Seq_1868320	ENSG00000169071	ENST00000375708
>Seq_1868322	ENSG00000169071	ENST00000375708
>Seq_1868361	ENSG00000169071	ENST00000550066
>Seq_1868367	ENSG00000169083	ENST00000374690
>Seq_1868378	ENSG00000169083	ENST00000374690
>Seq_1868425	ENSG00000169083	ENST00000374690
>Seq_1868513	ENSG00000169083	ENST00000612452
>Seq_1868539	ENSG00000169084	ENST00000334651
>Seq_1868605	ENSG00000169087	ENST00000306103
>Seq_1868637	ENSG00000169087	ENST00000306103
>Seq_1868654	ENSG00000169087	ENST00000306103
>Seq_1868694	ENSG00000169093	ENST00000381333
>Seq_1868714	ENSG00000169093	ENST00000381333
>Seq_1868736	ENSG00000169093	ENST00000381333
>Seq_1868755	ENSG00000169100	ENST00000381401
>Seq_1868779	ENSG00000169100	ENST00000381401
>Seq_1868790	ENSG00000169100	ENST00000381401
>Seq_1868796	ENSG00000169100	ENST00000381401
>Seq_1868812	ENSG00000169100	ENST00000381401
>Seq_1868815	ENSG00000169100	ENST00000381401
>Seq_1868893	ENSG00000169100	ENST00000381401
>Seq_1868974	ENSG00000169105	ENST00000306243
>Seq_1868979	ENSG00000169105	ENST00000306243
>Seq_1869040	ENSG00000169116	ENST00000307428
>Seq_1869043	ENSG00000169116	ENST00000307428
>Seq_1869054	ENSG00000169116	ENST00000307428
>Seq_1869058	ENSG00000169116	ENST00000307428
>Seq_1869183	ENSG00000169118	ENST00000303052
>Seq_1869192	ENSG00000169118	ENST00000303052
>Seq_1869198	ENSG00000169118	ENST00000303052
>Seq_1869206	ENSG00000169118	ENST00000303052
>Seq_1869365	ENSG00000169118	ENST00000303052
>Seq_1869381	ENSG00000169118	ENST00000303052
>Seq_1869404	ENSG00000169118	ENST00000303052
>Seq_1869408	ENSG00000169118	ENST00000303052
>Seq_1869421	ENSG00000169118	ENST00000303052
>Seq_1869733	ENSG00000169126	ENST00000305242
>Seq_1869740	ENSG00000169129	ENST00000304129
>Seq_1869749	ENSG00000169129	ENST00000304129
>Seq_1869775	ENSG00000169129	ENST00000304129
>Seq_1869839	ENSG00000169131	ENST00000335815
>Seq_1869857	ENSG00000169131	ENST00000335815
>Seq_1869875	ENSG00000169136	ENST00000423777
>Seq_1869876	ENSG00000169136	ENST00000423777
>Seq_1869883	ENSG00000169136	ENST00000423777
>Seq_1869904	ENSG00000169136	ENST00000423777
>Seq_1869909	ENSG00000169136	ENST00000423777
>Seq_1869927	ENSG00000169136	ENST00000423777
>Seq_1869942	ENSG00000169136	ENST00000423777
>Seq_1870070	ENSG00000169139	ENST00000517630
>Seq_1870133	ENSG00000169139	ENST00000518360
>Seq_1870181	ENSG00000169139	ENST00000523111
>Seq_1870206	ENSG00000169139	ENST00000523432
>Seq_1870242	ENSG00000169155	ENST00000373457
>Seq_1870251	ENSG00000169155	ENST00000373457
>Seq_1870277	ENSG00000169155	ENST00000373457
>Seq_1870386	ENSG00000169155	ENST00000373457
>Seq_1870387	ENSG00000169155	ENST00000373457
>Seq_1870452	ENSG00000169169	ENST00000323446
>Seq_1870455	ENSG00000169169	ENST00000323446
>Seq_1870464	ENSG00000169169	ENST00000323446
>Seq_1870484	ENSG00000169169	ENST00000599937
>Seq_1870560	ENSG00000169180	ENST00000304658
>Seq_1870564	ENSG00000169180	ENST00000304658
>Seq_1870570	ENSG00000169180	ENST00000304658
>Seq_1870614	ENSG00000169180	ENST00000304658
>Seq_1870650	ENSG00000169180	ENST00000304658
>Seq_1870659	ENSG00000169180	ENST00000304658
>Seq_1870676	ENSG00000169180	ENST00000304658
>Seq_1870693	ENSG00000169180	ENST00000304658
>Seq_1870706	ENSG00000169180	ENST00000304658
>Seq_1870724	ENSG00000169180	ENST00000304658
>Seq_1870741	ENSG00000169180	ENST00000304658
>Seq_1870746	ENSG00000169180	ENST00000304658
>Seq_1870758	ENSG00000169180	ENST00000304658
>Seq_1870838	ENSG00000169180	ENST00000304658
>Seq_1870855	ENSG00000169180	ENST00000304658
>Seq_1870858	ENSG00000169180	ENST00000304658
>Seq_1870940	ENSG00000169180	ENST00000565698
>Seq_1870959	ENSG00000169181	ENST00000447459
>Seq_1870966	ENSG00000169181	ENST00000447459
>Seq_1870969	ENSG00000169181	ENST00000447459
>Seq_1870972	ENSG00000169181	ENST00000447459
>Seq_1870975	ENSG00000169181	ENST00000447459
>Seq_1870981	ENSG00000169181	ENST00000447459
>Seq_1870990	ENSG00000169181	ENST00000447459
>Seq_1870993	ENSG00000169181	ENST00000447459
>Seq_1870995	ENSG00000169181	ENST00000447459
>Seq_1871035	ENSG00000169188	ENST00000374987
>Seq_1871048	ENSG00000169188	ENST00000374987
>Seq_1871073	ENSG00000169188	ENST00000374987
>Seq_1871124	ENSG00000169189	ENST00000361439
>Seq_1871132	ENSG00000169189	ENST00000361439
>Seq_1871147	ENSG00000169189	ENST00000361439
>Seq_1871169	ENSG00000169189	ENST00000361439
>Seq_1871226	ENSG00000169189	ENST00000361439
>Seq_1871229	ENSG00000169189	ENST00000361439
>Seq_1871238	ENSG00000169189	ENST00000361439
>Seq_1871279	ENSG00000169189	ENST00000361439
>Seq_1871287	ENSG00000169189	ENST00000361439
>Seq_1871317	ENSG00000169189	ENST00000562039
>Seq_1871319	ENSG00000169189	ENST00000567710
>Seq_1871345	ENSG00000169213	ENST00000371655
>Seq_1871418	ENSG00000169213	ENST00000371655
>Seq_1871432	ENSG00000169213	ENST00000371655
>Seq_1871492	ENSG00000169213	ENST00000371655
>Seq_1871510	ENSG00000169213	ENST00000371655
>Seq_1871536	ENSG00000169213	ENST00000371655
>Seq_1871655	ENSG00000169217	ENST00000305596
>Seq_1871710	ENSG00000169217	ENST00000305596
>Seq_1871764	ENSG00000169217	ENST00000305596
>Seq_1871859	ENSG00000169217	ENST00000305596
>Seq_1871907	ENSG00000169217	ENST00000305596
>Seq_1871919	ENSG00000169217	ENST00000305596
>Seq_1871999	ENSG00000169217	ENST00000305596
>Seq_1872160	ENSG00000169221	ENST00000409939
>Seq_1872167	ENSG00000169221	ENST00000409939
>Seq_1872180	ENSG00000169221	ENST00000409939
>Seq_1872189	ENSG00000169221	ENST00000409939
>Seq_1872254	ENSG00000169221	ENST00000409939
>Seq_1872321	ENSG00000169221	ENST00000409939
>Seq_1872328	ENSG00000169221	ENST00000409939
>Seq_1872336	ENSG00000169221	ENST00000409939
>Seq_1872452	ENSG00000169221	ENST00000409939
>Seq_1872477	ENSG00000169221	ENST00000409939
>Seq_1872502	ENSG00000169221	ENST00000409939
>Seq_1872508	ENSG00000169221	ENST00000409939
>Seq_1872527	ENSG00000169221	ENST00000409939
>Seq_1872538	ENSG00000169221	ENST00000475650
>Seq_1872617	ENSG00000169223	ENST00000303127
>Seq_1872619	ENSG00000169223	ENST00000303127
>Seq_1872624	ENSG00000169223	ENST00000303127
>Seq_1872664	ENSG00000169223	ENST00000303127
>Seq_1872698	ENSG00000169223	ENST00000303127
>Seq_1872716	ENSG00000169223	ENST00000303127
>Seq_1872742	ENSG00000169223	ENST00000303127
>Seq_1872765	ENSG00000169223	ENST00000303127
>Seq_1872788	ENSG00000169223	ENST00000303127
>Seq_1872822	ENSG00000169223	ENST00000303127
>Seq_1872861	ENSG00000169223	ENST00000303127
>Seq_1872934	ENSG00000169223	ENST00000506310
>Seq_1872936	ENSG00000169223	ENST00000514458
>Seq_1872982	ENSG00000169228	ENST00000303270
>Seq_1873002	ENSG00000169228	ENST00000303270
>Seq_1873074	ENSG00000169228	ENST00000478234
>Seq_1873109	ENSG00000169230	ENST00000303204
>Seq_1873140	ENSG00000169230	ENST00000303204
>Seq_1873186	ENSG00000169230	ENST00000303204
>Seq_1873261	ENSG00000169230	ENST00000303204
>Seq_1873289	ENSG00000169230	ENST00000303204
>Seq_1873307	ENSG00000169230	ENST00000303204
>Seq_1873332	ENSG00000169230	ENST00000303204
>Seq_1873410	ENSG00000169230	ENST00000503853
>Seq_1873429	ENSG00000169231	ENST00000368378
>Seq_1873430	ENSG00000169231	ENST00000368378
>Seq_1873439	ENSG00000169231	ENST00000368378
>Seq_1873443	ENSG00000169231	ENST00000368378
>Seq_1873451	ENSG00000169231	ENST00000368378
>Seq_1873460	ENSG00000169231	ENST00000368378
>Seq_1873464	ENSG00000169231	ENST00000368378
>Seq_1873468	ENSG00000169231	ENST00000368378
>Seq_1873516	ENSG00000169231	ENST00000368378
>Seq_1873548	ENSG00000169231	ENST00000368378
>Seq_1873567	ENSG00000169231	ENST00000368378
>Seq_1873634	ENSG00000169231	ENST00000368378
>Seq_1873648	ENSG00000169231	ENST00000368378
>Seq_1873664	ENSG00000169231	ENST00000368378
>Seq_1873683	ENSG00000169231	ENST00000368378
>Seq_1873717	ENSG00000169231	ENST00000368378
>Seq_1873721	ENSG00000169231	ENST00000368378
>Seq_1873743	ENSG00000169231	ENST00000368378
>Seq_1873816	ENSG00000169231	ENST00000465596
>Seq_1873849	ENSG00000169231	ENST00000498500
>Seq_1873872	ENSG00000169239	ENST00000318636
>Seq_1873876	ENSG00000169239	ENST00000318636
>Seq_1873877	ENSG00000169239	ENST00000318636
>Seq_1873908	ENSG00000169239	ENST00000318636
>Seq_1873936	ENSG00000169239	ENST00000318636
>Seq_1874043	ENSG00000169241	ENST00000368401
>Seq_1874048	ENSG00000169241	ENST00000368404
>Seq_1874049	ENSG00000169241	ENST00000368404
>Seq_1874127	ENSG00000169242	ENST00000368406
>Seq_1874226	ENSG00000169247	ENST00000323829
>Seq_1874247	ENSG00000169249	ENST00000307771
>Seq_1874263	ENSG00000169249	ENST00000307771
>Seq_1874313	ENSG00000169249	ENST00000307771
>Seq_1874318	ENSG00000169249	ENST00000307771
>Seq_1874322	ENSG00000169249	ENST00000307771
>Seq_1874354	ENSG00000169249	ENST00000307771
>Seq_1874402	ENSG00000169249	ENST00000307771
>Seq_1874426	ENSG00000169249	ENST00000307771
>Seq_1874481	ENSG00000169249	ENST00000307771
>Seq_1874538	ENSG00000169249	ENST00000307771
>Seq_1874558	ENSG00000169249	ENST00000307771
>Seq_1874560	ENSG00000169249	ENST00000307771
>Seq_1874594	ENSG00000169249	ENST00000307771
>Seq_1874623	ENSG00000169249	ENST00000307771
>Seq_1874641	ENSG00000169251	ENST00000351193
>Seq_1874650	ENSG00000169251	ENST00000351193
>Seq_1874702	ENSG00000169251	ENST00000351193
>Seq_1874713	ENSG00000169251	ENST00000351193
>Seq_1874718	ENSG00000169251	ENST00000351193
>Seq_1874739	ENSG00000169251	ENST00000351193
>Seq_1874779	ENSG00000169252	ENST00000305988
>Seq_1874787	ENSG00000169252	ENST00000305988
>Seq_1874827	ENSG00000169255	ENST00000320474
>Seq_1874943	ENSG00000169258	ENST00000303991
>Seq_1874946	ENSG00000169258	ENST00000303991
>Seq_1874956	ENSG00000169258	ENST00000303991
>Seq_1874987	ENSG00000169260	ENST00000383655
